3.973410218847178044e+00,8.088505044642580799e+01
1.983441562176190276e+00,7.116277299238035425e+01
4.012533230647482796e+00,5.644048021230934609e+01
4.028767642035854912e+00,8.031017506972276010e+01
3.885352864931853833e+00,7.563489092359488097e+01
2.119091546564299655e+00,7.655197874678904668e+01
4.502249720165210967e+00,6.006758772237921562e+01
4.279569972340667938e+00,8.593047999497977685e+01
2.066062536140865102e+00,7.641830235308137276e+01
4.850797214282091652e+00,5.659185976996842982e+01
1.814662442231856021e+00,8.099228516910834230e+01
5.522579054829330758e+00,5.026810934735930658e+01
1.557835045698581000e+00,8.864178568813707670e+01
5.084985281819709435e+00,5.367222030524804666e+01
4.369693711691340354e+00,9.015718138165537709e+01
1.778059831352081011e+00,7.305340703796728974e+01
4.773343521135918976e+00,6.092410810900948093e+01
2.005928146052360361e+00,8.286244716228058849e+01
4.723768459451632928e+00,6.610627703949484157e+01
4.133431753634997818e+00,8.275426287804806691e+01
1.929441081639263977e+00,8.302746070004033641e+01
4.833048514206219615e+00,5.315972861123867688e+01
2.071432455181895005e+00,8.471323293294706502e+01
4.162356206444626672e+00,5.790709173631616835e+01
1.930822429829771369e+00,7.900446705783828349e+01
4.085799667282826064e+00,5.741847494541864450e+01
2.958733442160253357e+00,8.763886466378335172e+01
4.340627042355252208e+00,6.763925476141778859e+01
3.922570256809897682e+00,7.589940950024143262e+01
3.773781462365818129e+00,7.798976791945243292e+01
3.476678142228463830e+00,7.413944499995622550e+01
4.535666437546434615e+00,8.552914740722499687e+01
2.298228928887614764e+00,7.531083664120120602e+01
4.954524132350089261e+00,6.412469235575730409e+01
2.729024975493247851e+00,7.634867377574171599e+01
4.216860050568204343e+00,5.840574293165849440e+01
2.319083807424337174e+00,9.131817247380206481e+01
4.646420988522605988e+00,5.065504017070512788e+01
1.831354344223123043e+00,8.716354875795910573e+01
4.584328270116801995e+00,4.766350341807264357e+01
2.106258143799884408e+00,9.292533625026163691e+01
4.159063723467749440e+00,5.277549112312159707e+01
1.894352707191851781e+00,8.623664280612177890e+01
4.141514148587233990e+00,5.305847282839664558e+01
1.919490959580312017e+00,7.770444808068390330e+01
4.052874301096222709e+00,5.167264616245860509e+01
1.905265367266762322e+00,8.245966907439415650e+01
4.174476537564445700e+00,5.997613456735104620e+01
1.866265850569473805e+00,8.718967226864440079e+01
4.460747917547880803e+00,4.883481947710067317e+01
2.398936629352575345e+00,7.975005087440763418e+01
4.061446304889548387e+00,5.998201069602349378e+01
1.817440778534198609e+00,9.191261983440163874e+01
4.502576287019051549e+00,4.252136746058916827e+01
2.242461558692417700e+00,8.964627395006613142e+01
4.418973779731746987e+00,6.022045482142350892e+01
3.921367025171390797e+00,8.464047047137226798e+01
3.232421747565921599e+00,6.875113509739405515e+01
3.731382233046971031e+00,7.344064168119783176e+01
3.995177921085468764e+00,7.140382480971967993e+01
1.950004319184162505e+00,1.080205997893191210e+02
5.234880754875231190e+00,4.962189569722664828e+01
2.109500373878749446e+00,7.695543542609678411e+01
3.812600974235903717e+00,5.599557483910542288e+01
2.042818327304516401e+00,8.054195901897941212e+01
4.089563847121175044e+00,6.050940471842791624e+01
2.073095733842945432e+00,8.165575568126764949e+01
4.057785734633079677e+00,4.866973974090389987e+01
3.537364703161844037e+00,8.054537841984199531e+01
2.234375618759730564e+00,7.279357113569059834e+01
4.556890020520071971e+00,6.174691840717572688e+01
1.991102158436803604e+00,7.980987389956268885e+01
4.112253104447764152e+00,5.404045035560324806e+01
4.170411288999644306e+00,7.945947175491153303e+01
4.185819849414473381e+00,7.243774109420289165e+01
1.909932895234396577e+00,8.186783817130314844e+01
4.661844483705412046e+00,6.296872929826337639e+01
3.848147604339505534e+00,8.181753410926032188e+01
4.177684124434981605e+00,7.037202991661284557e+01
4.131569226167226105e+00,7.889323124689565248e+01
4.728990085113849773e+00,8.090053397585866435e+01
1.896571561814777818e+00,7.415374958873992739e+01
4.094088994072778043e+00,5.871383727175746969e+01
2.900790826445620585e+00,8.051117581647896770e+01
4.021203515216505764e+00,6.577659529667153038e+01
2.023788207287557928e+00,8.754104595044758241e+01
4.349223660832173266e+00,5.418632397469499296e+01
1.975795524786639445e+00,8.011464416805220878e+01
4.358229495315533164e+00,4.986668843193805145e+01
1.903516729705472699e+00,8.735083608845970105e+01
4.705654748968703949e+00,5.075620475435509604e+01
1.742132010657979180e+00,8.293123986265955239e+01
4.319786777452068627e+00,5.855342555519567327e+01
1.710709369780375910e+00,8.038621713889207854e+01
4.644365348950366013e+00,4.866505744497175812e+01
1.771676320145235461e+00,9.267046472616566177e+01
